Web_Link,URN,School_name,Ofsted_phase,Ofsted_region,Local_authority,Postcode,Total_number_of_pupils,Inspection_start_date,Inspection_end_date,Publication_date,Does_the_latest_graded_inspection_relate_to_the_URN_of_the_current_school,Overall_effectiveness,Category_of_concern,Quality_of_education,Behaviour_and_attitudes,Personal_development,Effectiveness_of_leadership_and_management,Safeguarding_is_effective,lat,lon
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139131,139131,Four Dwellings Primary Academy,Primary,West Midlands,Birmingham,B32 1PJ,358,2021-06-15,2021-06-16,2021-07-14,Yes,Requires Improvement,,Requires Improvement,Requires Improvement,Good,Good,Yes,52.4548835,-2.0013161
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139138,139138,Aldersley High School,Secondary,West Midlands,Wolverhampton,WV8 1RT,1194,2014-05-11,2014-06-11,2014-11-20,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.6173494,-2.1643196
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139143,139143,Bridgnorth Endowed School,Secondary,West Midlands,Shropshire,WV16 4ER,535,2018-04-17,2018-04-18,2018-11-05,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.53906735,-2.4197883
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139162,139162,Parkfield Community School,Primary,West Midlands,Birmingham,B8 3AX,690,2016-10-05,2016-11-05,2016-09-06,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Yes,52.485810317,-1.848268817
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139171,139171,St Edward's Church of England Academy,Secondary,West Midlands,Staffordshire,ST13 8DN,717,2022-02-15,2022-02-16,2022-02-05,Yes,Requires Improvement,,Requires Improvement,Good,Good,Requires Improvement,Yes,53.1027372,-2.0418981
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139173,139173,St John's CofE Primary School,Primary,West Midlands,Birmingham,B11 4EA,485,2014-11-19,2014-11-20,2014-10-12,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.44999772,-1.86434884
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139174,139174,St Michael's Church of England Primary School,Primary,West Midlands,Birmingham,B32 3JS,443,2022-10-18,2022-10-19,2022-01-12,Yes,Good,,Good,Good,Good,Good,Yes,52.4326476,-2.00051645
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139183,139183,The Oaklands Primary School,Primary,West Midlands,Birmingham,B27 7BT,407,2018-07-11,2018-08-11,2018-11-30,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.440645347,-1.82022976
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139185,139185,Walkwood Church of England Middle School,Secondary,West Midlands,Worcestershire,B97 5AQ,641,2018-02-13,2018-02-14,2018-12-03,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.2887342,-1.9542112
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139189,139189,Whitecross Hereford,Secondary,West Midlands,Herefordshire,HR4 0RN,938,2023-07-06,2023-08-06,2023-07-17,Yes,Good,,Good,Good,Good,Good,Yes,52.0688588,-2.7475642
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139199,139199,Woden Primary School,Primary,West Midlands,Wolverhampton,WV10 0LH,476,2015-10-03,2015-11-03,2015-04-27,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.59397,-2.11715
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139214,139214,Oasis Academy Hobmoor,Primary,West Midlands,Birmingham,B25 8FD,498,2023-01-17,2023-01-18,2023-08-03,Yes,Good,,Good,Outstanding,Outstanding,Good,Yes,52.467004867,-1.819737333
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139226,139226,"Star Academy, Sandyford",Primary,West Midlands,Stoke-on-Trent,ST6 5PT,209,2022-09-13,2022-09-14,2022-09-11,Yes,Good,,Good,Good,Good,Good,Yes,53.0704296,-2.2214831
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139228,139228,Maple Court Academy,Primary,West Midlands,Stoke-on-Trent,ST2 0QD,444,2021-06-23,2021-06-24,2021-09-13,Yes,Requires Improvement,,Requires Improvement,Requires Improvement,Good,Good,Yes,53.0101393,-2.1211641
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139234,139234,The JCB Academy,Secondary,West Midlands,Staffordshire,ST14 5JX,799,2014-07-05,2014-08-05,2014-06-26,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.950860433,-1.8336476
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139241,139241,"St Mary's Primary School, Dilwyn",Primary,West Midlands,Herefordshire,HR4 8HR,73,2017-04-04,2017-05-04,2017-10-05,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.1872927,-2.85588425
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139242,139242,Oasis Academy Boulton,Primary,West Midlands,Birmingham,B21 0RE,247,2015-03-03,2015-04-03,2015-03-23,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.500118794,-1.938249267
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139267,139267,St George's Church of England Primary School,Primary,West Midlands,Birmingham,B16 8HY,211,2022-10-05,2022-11-05,2022-06-30,Yes,Good,,Good,Good,Good,Good,Yes,52.47331215,-1.92834965
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139269,139269,Hawkesley Church Primary Academy,Primary,West Midlands,Birmingham,B38 9TR,229,2021-12-10,2021-10-13,2021-11-18,Yes,Good,,Good,Good,Good,Good,Yes,52.39406095,-1.93817195
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139274,139274,Nishkam Primary School Wolverhampton,Primary,West Midlands,Wolverhampton,WV3 0PR,419,2020-04-02,2020-05-02,2020-08-03,Yes,Good,,Good,Good,Good,Outstanding,Yes,52.5818384,-2.1394985
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139286,139286,St John's Church of England Middle School Academy,Secondary,West Midlands,Worcestershire,B61 7DH,659,2012-03-14,2012-03-15,2012-04-18,No,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.3325286,-2.0669542
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139292,139292,Caludon Castle School,Secondary,West Midlands,Coventry,CV2 5BD,1562,2016-01-26,2016-01-27,2016-02-23,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.41304195,-1.4514459
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139305,139305,Woods Bank Academy,Primary,West Midlands,Walsall,WS10 8NQ,392,2022-01-02,2022-02-02,2022-03-16,Yes,Requires Improvement,,Requires Improvement,Requires Improvement,Good,Requires Improvement,Yes,52.572567767,-2.042509533
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139308,139308,Canon Pyon CofE Academy,Primary,West Midlands,Herefordshire,HR4 8PF,79,2023-05-23,2023-05-24,2023-10-07,Yes,Good,,Good,Outstanding,Outstanding,Outstanding,Yes,52.1432352,-2.792619
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139313,139313,Llangrove CE Academy,Primary,West Midlands,Herefordshire,HR9 6EZ,75,2022-06-15,2022-06-16,2022-09-21,Yes,Good,,Good,Good,Good,Good,Yes,51.87020315,-2.69043875
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139378,139378,Yarnfield Primary School,Primary,West Midlands,Birmingham,B11 3PJ,593,2022-10-05,2022-11-05,2022-06-30,Yes,Good,,Good,Good,Outstanding,Outstanding,Yes,52.446653376,-1.836157557
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139383,139383,St Laurences CofE Primary School,Primary,West Midlands,Coventry,CV6 7ED,409,2015-03-17,2015-03-18,2015-04-22,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.4395041,-1.4793044
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139384,139384,Stretton Church of England Academy,Primary,West Midlands,Coventry,CV3 3AE,191,2015-02-26,2015-02-27,2015-03-18,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.3842757,-1.4699611
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139435,139435,Birchills Church of England Community Academy,Primary,West Midlands,Walsall,WS2 8NF,454,2017-02-28,2017-01-03,2017-03-22,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.587809,-1.991470567
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139437,139437,Bramford Primary School,Primary,West Midlands,Dudley,WV14 9TU,482,2019-01-16,2019-01-17,2019-07-02,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.5344808,-2.0976094
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139439,139439,Tiverton Academy,Primary,West Midlands,Birmingham,B29 6BW,207,2015-03-24,2015-03-25,2015-04-23,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.444348557,-1.933269376
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139443,139443,Acocks Green Primary School,Primary,West Midlands,Birmingham,B27 7UQ,479,2011-09-20,2011-09-21,2011-10-10,No,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.446186216,-1.825688448
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139452,139452,Mere Green Primary School,Primary,West Midlands,Birmingham,B75 5BL,445,2015-01-13,2015-01-14,2015-02-02,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.587754025,-1.828861808
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139455,139455,Church Stretton School,Secondary,West Midlands,Shropshire,SY6 6EX,546,2019-05-02,2019-06-02,2019-03-26,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.543234775,-2.804934175
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139457,139457,Knowle Church of England Primary Academy,Primary,West Midlands,Solihull,B93 0JE,505,2012-03-26,2012-03-27,2012-04-26,No,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.3898633,-1.730609192
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139465,139465,Brookvale Primary School,Primary,West Midlands,Birmingham,B23 7YB,204,2018-02-13,2018-02-14,2018-03-22,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Yes,52.52079875,-1.87113615
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139484,139484,Fairway Primary Academy,Primary,West Midlands,Birmingham,B38 8XQ,193,2015-01-15,2015-01-16,2015-05-02,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.40395395,-1.9456129
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139518,139518,St Nicholas CofE Primary,Primary,West Midlands,Warwickshire,B49 6AG,413,2012-12-03,2012-03-13,2012-04-16,No,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.2200028,-1.8706765
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139520,139520,Hill West Primary School,Primary,West Midlands,Birmingham,B74 4LD,427,2022-09-03,2022-10-03,2022-09-05,Yes,Good,,Good,Requires Improvement,Good,Good,Yes,52.595152783,-1.844011267
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139536,139536,The Telford Park School,Secondary,West Midlands,Telford and Wrekin,TF3 1FA,621,2022-05-24,2022-05-25,2022-09-21,Yes,Inadequate,SWK,Requires Improvement,Inadequate,Inadequate,Inadequate,No,52.6563405,-2.4353895
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139565,139565,George Betts Primary Academy,Primary,West Midlands,Sandwell,B66 1RE,419,2019-05-06,2019-06-06,2019-06-26,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.5013229,-1.9955657
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139602,139602,Scientia Academy,Primary,West Midlands,Staffordshire,DE13 0UF,418,2015-06-17,2015-06-18,2015-07-14,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.8172748,-1.6482885
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139608,139608,Burghill Community Academy,Primary,West Midlands,Herefordshire,HR4 7RP,98,2012-05-30,2012-05-31,2012-06-21,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.1007313,-2.7767726
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139610,139610,Edgar Stammers Primary Academy,Primary,West Midlands,Walsall,WS3 1RQ,345,2023-01-17,2023-01-18,2023-08-03,Yes,Good,,Good,Good,Good,Good,Yes,52.6067019,-1.9758441
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139630,139630,Woodside Primary School,Primary,West Midlands,Shropshire,SY11 1DT,644,2015-10-02,2015-11-02,2015-06-03,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.8658713,-3.0528737
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139631,139631,Pegasus Primary School,Primary,West Midlands,Birmingham,B35 6PR,193,2021-12-05,2021-06-24,2021-07-13,Yes,Good,,Good,Good,Good,Good,Yes,52.521911975,-1.784087175
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139637,139637,Woodhouse Primary Academy,Primary,West Midlands,Birmingham,B32 2DL,475,2015-09-07,2015-10-07,2015-11-09,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.4589961,-1.98352805
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139680,139680,St Bartholomew's Church of England Academy,Primary,West Midlands,Coventry,CV3 2LP,214,2023-07-19,2023-07-20,2023-09-25,Yes,Requires Improvement,,Requires Improvement,Good,Good,Requires Improvement,Yes,52.3937003,-1.4508249
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139681,139681,Hill Farm Academy,Primary,West Midlands,Coventry,CV6 3BL,530,2015-04-22,2015-04-23,2015-05-19,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.4292489,-1.5233727
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139719,139719,Landau Forte Academy Greenacres,Primary,West Midlands,Staffordshire,B77 4AB,370,2015-10-06,2015-11-06,2015-06-30,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.6370817,-1.6517197
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139742,139742,Corngreaves Academy,Primary,West Midlands,Sandwell,B64 6EZ,203,2023-08-02,2023-09-02,2023-03-23,Yes,Good,,Good,Good,Good,Good,Yes,52.474291,-2.0756636
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139746,139746,Hamstead Hall Academy,Secondary,West Midlands,Birmingham,B20 1HL,1126,2011-01-26,2011-01-27,2011-02-15,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.528803706,-1.942166169
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139749,139749,Honeybourne Primary Academy,Primary,West Midlands,Worcestershire,WR11 7PJ,171,2012-05-29,2012-05-30,2012-06-18,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.0924928,-1.835979367
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139766,139766,The Telford Langley School,Secondary,West Midlands,Telford and Wrekin,TF4 3JS,979,2019-01-29,2019-01-30,2019-04-03,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.6617199,-2.4641656
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139768,139768,Timbertree Academy,Primary,West Midlands,Sandwell,B64 7LT,227,2011-08-11,2011-09-11,2011-11-25,No,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.4655087,-2.0727583
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139769,139769,William Brookes School,Secondary,West Midlands,Shropshire,TF13 6NB,951,2017-10-17,2017-10-18,2017-10-11,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.6020113,-2.5583528
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139788,139788,Waverley Studio College,Secondary,West Midlands,Birmingham,B9 5SX,220,2017-01-17,2017-01-18,2017-02-17,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.477561333,-1.8348653
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139789,139789,Walsall Studio School,Secondary,West Midlands,Walsall,WS1 1RL,260,2019-09-17,2019-09-18,2019-10-21,Yes,Good,,Good,Good,Good,Good,Yes,52.58246,-1.98208
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139800,139800,SS. Mary and John's Catholic Primary Academy,Primary,West Midlands,Wolverhampton,WV2 1HZ,229,2022-08-03,2022-09-03,2022-05-15,Yes,Requires Improvement,,Requires Improvement,Good,Good,Requires Improvement,Yes,52.57530395,-2.11934895
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139825,139825,Crabbs Cross Academy,Primary,West Midlands,Worcestershire,B97 5JH,231,2015-07-14,2015-07-15,2015-09-22,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.2811905,-1.942215
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/139841,139841,Broadway Academy,Secondary,West Midlands,Birmingham,B20 3DP,1235,2022-11-10,2022-12-10,2023-01-22,Yes,Good,,Good,Good,Good,Good,Yes,52.5131538,-1.8954594
